conference;""year"";""program chair"";""affiliation""",,,,
"USENIX;""2002"";""Carla Ellis"";""Duke University""",,,,
"USENIX;""2003"";""Brian Noble"";""University of Michigan""",,,,
"USENIX;""2004"";""Andrea Arpaci-Dusseau"";""University of Wisconsin"," Madison""",,,
"USENIX;""2004"";""Remzi Arpaci-Dusseau"";""University of Wisconsin"," Madison""",,,
"USENIX;""2005"";""Vivek Pai"";""Princeton University""",,,,
"USENIX;""2006"";""Atul Adya"";""Microsoft""",,,,
"USENIX;""2006"";""Erich Nahum"";""IBM T.J. Watson Research Center""",,,,
"USENIX;""2007"";""Jeff Chase"";""Duke University""",,,,
"USENIX;""2007"";""Srinivasan Seshan"";""Carnegie Mellon University""",,,,
"USENIX;""2008"";""Rebecca Isaacs"";""Microsoft Research""",,,,
"USENIX;""2008"";""Yuanyuan Zhou"";""University of Illinois at Urbana-Champaign""",,,,
"USENIX;""2009"";""Geoffrey M. Voelker"";""University of California"," San Diego""",,,
"USENIX;""2009"";""Alec Wolman"";""Microsoft Research""",,,,
"USENIX;""2010"";""Paul Barham 0001"";""Microsoft Research Cambridge""",,,,
"USENIX;""2010"";""Timothy Roscoe"";""ETH Zürich""",,,,
"USENIX;""2011"";""Jason Nieh"";""Columbia University""",,,,
"USENIX;""2011"";""Carl Waldspurger"";",,,,
"USENIX;""2012"";""Gernot Heiser"";""NICTA and University of New South Wales""",,,,
"USENIX;""2012"";""Wilson Hsieh"";""Google Inc.""",,,,
"USENIX;""2013"";""Andrew Birrell"";""Microsoft Research Silicon Valley""",,,,
"USENIX;""2013"";""Emin Gün Sirer"";""Cornell University""",,,,
"USENIX;""2014"";""Garth Gibson"";""Carnegie Mellon University""",,,,
"USENIX;""2014"";""Nickolai Zeldovich"";""Massachusetts Institute of Technology""",,,,
"USENIX;""2015"";""Shan Lu"";""University of Chicago""",,,,
"USENIX;""2015"";""Erik Riedel"";""EMC""",,,,
"USENIX;""2016"";""Ajay Gulati"";""ZeroStack"," Inc.""",,,
"USENIX;""2016"";""Hakim Weatherspoon"";""Cornell University""",,,,
"USENIX;""2017"";""Dilma Da Silva"";""Texas A&M University""",,,,
"USENIX;""2017"";""Bryan Ford"";""École Polytechnique Fédérale de Lausanne"," EPFL""",,,
"USENIX;""2018"";""Haryadi Gunawi"";""University of Chicago""",,,,
"USENIX;""2018"";""Benjamin Reed"";""Facebook""",,,,
"AAAI;""1980"";""Robert M. Balzer"";""USC/Information Sciences Institute""",,,,
"AAAI;""1982"";""David Waltz"";""University of Illinois""",,,,
"AAAI;""1983"";""Michael R. Genesereth"";""Stanford University""",,,,
"AAAI;""1984"";""Ronald J. Brachman"";""Fairchild Camera and Instrument Corporation""",,,,
"AAAI;""1986"";""Tom Kehier IntelliCorp"";",,,,
"AAAI;""1986"";""Stan Rosenschein"";""SRI International""",,,,
"AAAI;""1987"";""Kenneth Forbus"";""University of Illinois-Urbana""",,,,
"AAAI;""1987"";""Howard Shrobe"";""Symbolics""",,,,
"AAAI;""1988"";""Tom Mitchell"";""Carnegie Mellon University""",,,,
"AAAI;""1988"";""Reid Smith"";""Schlumberger Palo Alto Research""",,,,
"AAAI;""1990"";""Thomas Dietterich"";""Oregon State University""",,,,
"AAAI;""1990"";""William Swartout"";""University of Southern California-ISI""",,,,
"AAAI;""1991"";""Thomas L. Dean"";""Brown University""",,,,
"AAAI;""1991"";""Kathleen McKeown"";""Columbia University""",,,,
"AAAI;""1992"";""Paul Rosenbloom"";""University of Southern California""",,,,
"AAAI;""1992"";""Peter Szolovits"";""Massachusetts Institute of Technology""",,,,
"AAAI;""1993"";""Richard Fikes"";""Stanford University""",,,,
"AAAI;""1993"";""Wendy Lehnert"";""University of Massachusetts","Amherst""",,,
"AAAI;""1994"";""Barbara Hayes-Roth"";""Stanford University""",,,,
"AAAI;""1994"";""Richard E. Korf"";""University of California"," Los Angeles""",,,
"AAAI;""1996"";""William J. Clancey"";""Institute for Research on Learning""",,,,
"AAAI;""1996"";""Dan Weld"";""University of Washington""",,,,
"AAAI;""1997"";""Benjamin J. Kuipers"";""University of Texas at Austin""",,,,
"AAAI;""1997"";""Bonnie Webber"";""University of Pennsylvania""",,,,
"AAAI;""1999"";""Jim Hendler"";""University of Maryland & DARPA/ISO""",,,,
"AAAI;""1999"";""Devika Subramanian"";""Rice University""",,,,
"AAAI;""2000"";""Henry A. Kautz"";""AT&T Labs-Research""",,,,
"AAAI;""2000"";""Bruce W. Porter"";""University of Texas at Austin""",,,,
"AAAI;""2002"";""Rina Dechter"";""University of California"," Irvine""",,,
"AAAI;""2002"";""Michael J. Kearns"";""University of Pennsylvania""",,,,
"AAAI;""2002"";""Richard S. Sutton"";",,,,
"AAAI;""2004"";""George Ferguson"";""University of Rochester""",,,,
"AAAI;""2004"";""Deborah L. McGuinness"";""Stanford University""",,,,
"AAAI;""2005"";""Manuela Veloso"";""Carnegie Mellon University""",,,,
"AAAI;""2005"";""Subbarao Kambhampati"";""Arizona State University""",,,,
"AAAI;""2006"";""Yolanda Gil"";""Information Sciences Institute"," University of Southern California""",,,
"AAAI;""2006"";""Raymond Mooney"";""University of Texas at Austin""",,,,
"AAAI;""2007"";""Robert C. Holte"";""University of Alberta""",,,,
"AAAI;""2007"";""Adele Howe"";""Colorado State University""",,,,
"AAAI;""2008"";""Dieter Fox"";""University of Washington""",,,,
"AAAI;""2008"";""Carla Gomes"";""Cornell University""",,,,
"AAAI;""2010"";""Maria Fox"";""University of Strathclyde"," UK""",,,
"AAAI;""2010"";""David Poole 0001"";""University of British Columbia"," Canada""",,,
"AAAI;""2011"";""Wolfram Burgard"";""University of Freiburg"," Germany""",,,
"AAAI;""2011"";""Dan Roth"";""University of Illinois", Urbana-Champaign," USA""",,
"AAAI;""2012"";""Jörg Hoffmann"";""Saarland University"," Germany""",,,
"AAAI;""2012"";""Bart Selman"";""Cornell University"," USA""",,,
"AAAI;""2013"";""Marie desJardins"";""University of Maryland", Baltimore County," USA""",,
"AAAI;""2013"";""Michael L. Littman"";""Brown University"," USA""",,,
"AAAI;""2014"";""Carla E. Brodley"";""Tufts University"," USA""",,,
"AAAI;""2014"";""Peter Stone"";""University of Texas at Austin"," USA""",,,
"AAAI;""2015"";""Blai Bonet"";""Universidad Simón Bolívar"," Venezuela""",,,
"AAAI;""2015"";""Sven Koenig"";""University of Southern California"," USA""",,,
"AAAI;""2016"";""Dale Schuurmans"";""University of Alberta"," Canada""",,,
"AAAI;""2016"";""Michael Wellman"";""University of Michigan"," USA""",,,
"AAAI;""2017"";""Satinder P. Singh"";""University of Michigan"," USA""",,,
"AAAI;""2017"";""Shaul Markovitch"";""Technion"," Israel""",,,
"AAAI;""2018"";""Sheila McIlraith"";""University of Toronto"," Canada""",,,
"AAAI;""2018"";""Kilian Weinberger"";""Cornell University"," USA""",,,
"ACL;""1979"";""Norman Sondheimer"";""Sperry Univac""",,,,
"ACL;""1980"";""Gary Hendrix"";",,,,
"ACL;""1981"";""C. Raymond Perrault"";",,,,
"ACL;""1982"";""Madeleine Bates"";",,,,
"ACL;""1983"";""Mitch Marcus"";",,,,
"ACL;""1985"";""William C. Mann"";",,,,
"ACL;""1986"";""Alan W. Biermann"";""Duke University""",,,,
"ACL;""1987"";""Candy Sidner"";""BBN Laboratories""",,,,
"ACL;""1988"";""Jerry Hobbs"";""SRI International""",,,,
"ACL;""1989"";""Julia Hirschberg"";""AT&T Bell Laboratories""",,,,
"ACL;""1990"";""Robert C. Berwick"";""Massachusetts Institute of Technology""",,,,
"ACL;""1991"";""Douglas E. Appelt"";""SRI International""",,,,
"ACL;""1992"";""Henry S. Thompson"";""University of Edinburgh""",,,,
"ACL;""1993"";""Lenhart Schubert"";""University of Rochester""",,,,
"ACL;""1994"";""James Pustejovsky"";""Brandeis University""",,,,
"ACL;""1995"";""Hans Uszkoreit"";""Universität des Saarlandes""",,,,
"ACL;""1996"";""Aravind Joshi"";",,,,
"ACL;""1996"";""Martha Palmer"";",,,,
"ACL;""1997"";""Philip R. Cohen"";",,,,
"ACL;""1997"";""Wolfgang Wahlster"";",,,,
"ACL;""1998"";""Christian Boitet"";",,,,
"ACL;""1998"";""Pete Whitelock"";",,,,
"ACL;""2000"";""K. Vijay-Shanker"";",,,,
"ACL;""2000"";""Changning Huang"";",,,,
"ACL;""2001"";""Norbert Reithinger"";",,,,
"ACL;""2001"";""Giorgio Satta"";",,,,
"ACL;""2003"";""Erhard Hinrichs"";",,,,
"ACL;""2003"";""Dan Roth"";",,,,
"ACL;""2006"";""Claire Cardie"";",,,,
"ACL;""2006"";""Pierre Isabelle"";",,,,
"ACL;""2012"";""Chin-Yew Lin"";",,,,
"ACL;""2012"";""Miles Osborne"";",,,,
"ACL;""2013"";""Pascale Fung"";",,,,
"ACL;""2013"";""Massimo Poesio"";",,,,
"ACL;""2014"";""Kristina Toutanova"";",,,,
"ACL;""2014"";""Hua Wu"";",,,,
"ACL;""2015"";""Chengqing Zong"";",,,,
"ACL;""2015"";""Michael Strube"";",,,,
"ACL;""2016"";""Katrin Erk"";",,,,
"ACL;""2016"";""Noah A. Smith"";",,,,
"ACL;""2017"";""Regina Barzilay"";",,,,
"ACL;""2017"";""Min-Yen Kan"";",,,,
"ACL;""2018"";""Iryna Gurevych"";",,,,
"ACL;""2018"";""Yusuke Miyao"";",,,,
"COLT;""2008"";""Rocco Servedio"";",,,,
"COLT;""2008"";""Tong Zhang 0001"";",,,,
"COLT;""2009"";""Sanjoy Dasgupta"";""University of California"," San Diego""",,,
"COLT;""2009"";""Adam Klivans"";""University of Texas"," Austin""",,,
"COLT;""2010"";""Adam Tauman Kalai"";""Microsoft Research""",,,,
"COLT;""2010"";""Mehryar Mohri"";""Courant Institute of Mathematical Sciences and Google Research""",,,,
"COLT;""2011"";""Sham Kakade"";",,,,
"COLT;""2011"";""Ulrike von Luxburg"";",,,,
"COLT;""2012"";""Shie Mannor"";""Technion-Israel Institute of Technology""",,,,
"COLT;""2012"";""Nathan Srebro"";""Toyota Technological Institute"," Chicago""",,,
"COLT;""2013"";""Shai Shalev-Shwartz"";""The Hebrew University of Jerusalem""",,,,
"COLT;""2013"";""Ingo Steinwart"";""Universität Stuttgart""",,,,
"COLT;""2014"";""Maria-Florina Balcan"";""Georgia Institute of Technology""",,,,
"COLT;""2014"";""Csaba Szepesvári"";""University of Alberta""",,,,
"COLT;""2015"";""Peter Grünwald"";""CWI""",,,,
"COLT;""2015"";""Elad Hazan"";""Princeton University""",,,,
"COLT;""2016"";""Vitaly Feldman"";""IBM Research – Almaden""",,,,
"COLT;""2016"";""Alexander Rakhlin"";""University of Pennsylvania""",,,,
"COLT;""2017"";""Satyen Kale"";""Google""",,,,
"COLT;""2017"";""Ohad Shamir"";""Weizmann Institute of Science""",,,,
"COLT;""2018"";""Sébastien Bubeck"";""Microsoft Research""",,,,
"COLT;""2018"";""Philippe Rigollet"";""MIT""",,,,
"CVPR;""1988"";""Larry Davis"";",,,,
"CVPR;""1989"";""Worthy Martin"";",,,,
"CVPR;""1989"";""John Kender"";",,,,
"CVPR;""1991"";""Berthold Horn"";",,,,
"CVPR;""1991"";""Gerard Medioni"";",,,,
"CVPR;""1992"";""Narendra Ahuja"";",,,,
"CVPR;""1992"";""Thomas Huang"";",,,,
"CVPR;""1993"";""Ruud Bolle"";",,,,
"CVPR;""1993"";""Yiannis Aloimonos"";",,,,
"CVPR;""1994"";""Linda Shapiro"";",,,,
"CVPR;""1994"";""Steve Tanimoto"";",,,,
"CVPR;""1996"";""Charles R. Dyer"";",,,,
"CVPR;""1996"";""Katsushi Ikeuchi"";",,,,
"CVPR;""1997"";""Daniel Huttenlocher"";""Cornell University""",,,,
"CVPR;""1997"";""Jean Ponce"";""Inria"," Ecole Normale Superieure/PSL Research University""",,,
"CVPR;""1998"";""Demetri Terzopoulos"";""University of California"," Los Angeles""",,,
"CVPR;""1998"";""Yuan-Fang Wang"";""Georgia State University""",,,,
"CVPR;""1999"";""J. Ross Beveridge"";""Colorado State University""",,,,
"CVPR;""1999"";""K. Price"";",,,,
"CVPR;""2000"";""David A. Forsyth"";""University of Illinois at Urbana–Champaign""",,,,
"CVPR;""2000"";""David J. Kriegman"";""University of California"," San Diego""",,,
"CVPR;""2001"";""Eric Grimson"";""MIT""",,,,
"CVPR;""2001"";""Daniel Huttenlocher"";""Cornell University""",,,,
"CVPR;""2004"";""Aaron Bobick"";""Washington University in St. Louis""",,,,
"CVPR;""2004"";""Rama Chellappa"";""University of Maryland""",,,,
"CVPR;""2007"";""Simon Baker"";",,,,
"CVPR;""2007"";""Jiri Matas"";""Czech Technical University""",,,,
"CVPR;""2007"";""Ramin Zabih"";""Cornell University""",,,,
"CVPR;""2008"";""Kim Boyer"";""RPI""",,,,
"CVPR;""2008"";""Mubarak Shah"";""University of Central Florida""",,,,
"CVPR;""2008"";""Tanveer Syeda-Mahmood"";""IBM Research""",,,,
"CVPR;""2009"";""Irfan Essa"";",,,,
"CVPR;""2009"";""Sing Bing Kang"";",,,,
"CVPR;""2009"";""Marc Pollefeys"";",,,,
"CVPR;""2010"";""Trevor Darrell"";""University of California"," Berkeley""",,,
"CVPR;""2010"";""David Hogg"";""University of Leeds"," UK""",,,
"CVPR;""2010"";""David Jacobs"";""University of Maryland""",,,,
"CVPR;""2012"";""Serge Belongie"";""UCSD""",,,,
"CVPR;""2012"";""Andrew Blake"";""Microsoft Research"," Cambridge""",,,
"CVPR;""2012"";""Jiebo Luo"";""University of Rochester""",,,,
"CVPR;""2012"";""Alan Yuille"";""UCLA""",,,,
"CVPR;""2013"";""Martial Hebert"";""CMU""",,,,
"CVPR;""2013"";""William T. Freeman"";""MIT""",,,,
"CVPR;""2013"";""Richard Szeliski"";""Microsoft Research""",,,,
"CVPR;""2013"";""Greg Hager"";""Johns Hopkins Univ.""",,,,
"CVPR;""2014"";""Aleix M. Martínez"";""Ohio State""",,,,
"CVPR;""2014"";""Ronen Basri"";""Weizmann Institute of Science""",,,,
"CVPR;""2014"";""René Vidal"";""Johns Hopkins""",,,,
"CVPR;""2014"";""Cornelia Fermüller"";""Maryland""",,,,
"CVPR;""2015"";""Kristen Graumann"";""University of Texas"," Austin""",,,
"CVPR;""2015"";""Erik Learned-Miller"";""University of Massachusetts"," Amherst""",,,
"CVPR;""2015"";""Antonio Torralba"";""Massachusetts Institute of Technology""",,,,
"CVPR;""2015"";""Andrew Zisserman"";""University of Oxford""",,,,
"CVPR;""2016"";""Lourdes Agapito"";""University College London""",,,,
"CVPR;""2016"";""Tamara Berg"";""University of North Carolina"," Chapel Hill""",,,
"CVPR;""2016"";""Jana Kosecka"";""George Mason University""",,,,
"CVPR;""2016"";""Lihi Zelnik-Manor"";""Technion"," Israel Institute of Technology""",,,
"CVPR;""2017"";""James M. Rehg"";""Georgia Institute of Technology""",,,,
"CVPR;""2017"";""Yanxi Liu"";""Pennsylvania State University""",,,,
"CVPR;""2017"";""Ying Wu"";""Northwestern University""",,,,
"CVPR;""2017"";""Camillo Taylor"";""University of Pennsylvania""",,,,
"ECML;""1993"";""Pavel B. Brazdil"";",,,,
"ECML;""1994"";""Francesco Bergadano"";""University of Catania"," Italy""",,,
"ECML;""1994"";""Luc De Raedt"";""Katholieke Universiteit Leuven"," Belgium""",,,
"ECML;""1995"";""Nada Lavrac"";""J. Stefan Institute", Ljubljana," Slovenia""",,
"ECML;""1995"";""Stefan Wrobel"";""GMD", Sankt Augustin," Germany""",,
"ECML;""1997"";""Maarten van Someren"";""University of Amsterdam"," The Netherlands""",,,
"ECML;""1997"";""Gerhard Widmer"";""University of Vienna and Austrian Research Institute for Artificial Intelligence", Vienna," Austria""",,
"ECML;""1998"";""Claire Nedellec"";""Celine Rouveirol", LRI, Universite Paris-Sud," France""",
"ECML;""2000"";""Ramón López de Mántaras"";""Institut d'Investigacio en Intelligencia Artificial"," IIIA-CSIC""",,,
"ECML;""2000"";""Enric Plaza"";""Bellaterra"," Catalonia""",,,
"ECML;""2001"";""Peter Flach"";""University of Bristol""",,,,
"ECML;""2001"";""Luc De Raedt"";""Albert-Ludwigs University""",,,,
"ECML;""2002"";""Tapio Elomaa"";""Univ. of Helsinki""",,,,
"ECML;""2002"";""Heikki Mannila"";""Helsinki Inst. for Information Technology and Helsinki Univ. of Technology""",,,,
"ECML;""2002"";""Hannu Toivonen"";""Nokia Research Center and Univ. of Helsinki""",,,,
"ECML;""2003"";""Nada Lavrac"";""Jozef Stefan Institute"," Slovenia""",,,
"ECML;""2003"";""Dragan Gamberger"";""Rudjer Boskovic Institute","Croatia""",,,
"ECML;""2003"";""Hendrik Blockeel"";""Katholieke Universiteit Leuven"," Belgium""",,,
"ECML;""2004"";"""Jean-François Boulicaut"";""INSA Lyon""",,,,
"ECML;""2004"";""Floriana Esposito"";""Università di Bari""",,,,
"ECML;""2004"";""Fosca Giannotti"";""ISTI-CNR""",,,,
"ECML;""2004"";""Dino Pedreschi"";""Università di Pisa""",,,,
"ECML;""2005"";""Rui Camacho"";""LIACC/FEUP"," Portugal""",,,
"ECML;""2005"";""João Gama"";""LIACC/FEP"," Portugal""",,,
"ECML;""2006"";""Johannes Fürnkranz"";""Technische Universität Darmstadt""",,,,
"ECML;""2006"";""Tobias Scheffer"";""Humboldt-Universität zu Berlin""",,,,
"ECML;""2006"";""Myra Spiliopoulou"";""Otto-von-Guericke-Universität Magdeburg""",,,,
"ECML;""2007"";""Joost N. Kok"";""Leiden University""",,,,
"ECML;""2007"";""Stan Matwin"";""University of Ottawa and Polish Academy of Sciences""",,,,
"ECML;""2007"";""Dunja Mladenic"";""Jozef Stefan Institute""",,,,
"ECML;""2007"";""Andrzej Skowron"";""Warsaw University""",,,,
"ECML;""2014"";""Toon Calders"";""Univ. of Bruxelles""",,,,
"ECML;""2014"";""Floriana Esposito"";""Univ. of Bari""",,,,
"ECML;""2014"";""Eyke Hüllermeier"";""University of Paderborn""",,,,
"ECML;""2014"";""Rosa Meo"";""Univ. of Torino""",,,,
"EMNLP;""2000"";""David Yarowsky"";""Johns Hopkins University""",,,,
"EMNLP;""2001"";""Lillian Lee"";",,,,
"EMNLP;""2003"";""Michael Collins"";""MIT AI Lab""",,,,
"EMNLP;""2003"";""Mark Steedman"";""University of Edinburgh""",,,,
"EMNLP;""2006"";""Dan Jurafsky"";""Stanford University""",,,,
"EMNLP;""2006"";""Éric Gaussier"";""Xerox Research Centre Europe""",,,,
"EMNLP;""2007"";""Jason Eisner"";""Johns Hopkins University""",,,,
"EMNLP;""2008"";""Mirella Lapata"";""University of Edinburgh""",,,,
"EMNLP;""2008"";""Hwee Tou Ng"";""National University of Singapore""",,,,
"EMNLP;""2009"";""Philipp Koehn"";""University of Edinburgh""",,,,
"EMNLP;""2009"";""Rada Mihalcea"";""University of North Texas""",,,,
"EMNLP;""2010"";""Hang Li"";""Microsoft Research Asia""",,,,
"EMNLP;""2010"";""Lluís Màrquez"";""Technical University of Catalonia""",,,,
"EMNLP;""2011"";""Regina Barzilay"";""Massachusetts Institute of Technology""",,,,
"EMNLP;""2011"";""Mark Johnson"";""Macquarie University""",,,,
"EMNLP;""2012"";""James Henderson"";""Xerox Research Centre Europe""",,,,
"EMNLP;""2012"";""Marius Pasca"";""Google""",,,,
"EMNLP;""2013"";""Timothy Baldwin"";""University of Melbourne"," Australia""",,,
"EMNLP;""2013"";""Anna Korhonen"";""University of Cambridge"," UK""",,,
"EMNLP;""2014"";""Walter Daelemans"";""University of Antwerp""",,,,
"EMNLP;""2014"";""Bo Pang"";""Google""",,,,
"EMNLP;""2015"";""Chris Callison-Burch"";""University of Pennsylvania""",,,,
"EMNLP;""2015"";""Jian Su"";""Institute for Infocomm Research"," I2R""",,,
"EMNLP;""2016"";""Kevin Duh"";""Johns Hopkins University""",,,,
"EMNLP;""2016"";""Xavier Carreras"";""Xerox Research Centre Europe""",,,,
"EMNLP;""2017"";""Rebecca Hwa"";""University of Pittsburgh""",,,,
"EMNLP;""2017"";""Sebastian Riedel"";""University College London""",,,,
"EMNLP;""2018"";""David Chiang 0001"";""University of Notre Dame"," USA""",,,
"EMNLP;""2018"";""Julia Hockenmaier"";""University of Illinois Urbana-Champaign"," USA""",,,
"EMNLP;""2018"";""Junichi Tsujii"";""Artificial Intelligence Research Center"," Japan""",,,
"ICCV;""1998"";""Larry Davis"";""University of Maryland""",,,,
"ICCV;""1998"";""Andrew Zisserman"";""Oxford University""",,,,
"ICCV;""1998"";""Masahiko Yachida"";""Osaka University""",,,,
"ICCV;""1998"";""R. Narasimhan"";""CMC""",,,,
"ICCV;""1999"";""Steven W. Zucker"";""Yale University""",,,,
"ICCV;""1999"";""Yuichi Ohta"";""University of Tsukuba""",,,,
"ICCV;""1999"";""Andrew Blake"";""University of Oxford""",,,,
"ICCV;""2003"";""Katsushi Ikeuchi"";""University of Tokyo""",,,,
"ICCV;""2003"";""Olivier Faugeras"";""INRIA""",,,,
"ICCV;""2003"";""Jitendra Malik"";""University of California"," Berkeley""",,,
"ICCV;""2005"";""William T. Freeman"";""Massachusetts Institute of Technology""",,,,
"ICCV;""2005"";""Luc Van Gool"";""University of Leuven and ETH Zurich""",,,,
"ICCV;""2005"";""Subhasis Chaudhuri"";""Indian Institute of Technology"," Bombay""",,,
"ICCV;""2007"";""Dimitris Metaxas"";""Rutgers University""",,,,
"ICCV;""2007"";""Baba Vemuri"";""University of Florida""",,,,
"ICCV;""2007"";""Amnon Shashua"";""Hebrew University""",,,,
"ICCV;""2007"";""Harry Shum"";""Microsoft Research""",,,,
"ICCV;""2009"";""Roberto Cipolla"";""University of Cambridge""",,,,
"ICCV;""2009"";""Martial Hebert"";""Carnegie Mellon University""",,,,
"ICCV;""2009"";""Xiaoou Tang"";""Chinese University of Hong Kong""",,,,
"ICCV;""2009"";""Naokazu Yokoya"";""NAIST""",,,,
"ICCV;""2011"";""Steve Lin"";""Microsoft Research Asia", Beijing," China""",,
"ICCV;""2011"";""Bernt Schiele"";""Max-Planck-Institut Informatik", Saarbrucken," Germany""",,
